3/4_sprint,3p%,3pa_rate,3pm-3pa,ast,ast/to,ast/usg,birth_date,blk,bpm,dbpm,draft_age,draft_position,draft_year,drtg,dws/40,effective_fg%,fg%,fgm-fga,ft%,fta_rate,ftm-fta,g,height,high_school,home_town,lane_agility,max_vertical,mp,name,nation,obpm,ortg,ows/40,per,pf,position,pre-draft_team,proj_nba_3p%,pts,reb,school_year,shuttle,standing_reach,stl,title,to,true_shooting_%,url,usg%,weight,wingspan,ws/40
3.41,.309,.160,0.9-2.9,1.7,0.87,0.34,"Jan 2, 1988",0.7,,,22.45 yrs,52nd,2010,,.040,.506,.481,8.9-18.5,.787,.351,5.1-6.5,30,"6'7.75"" (6'9.5"" wingspan)",Andrean High School,"Schererville, IN",11.83,"28.5""",36.0,Luke Harangody,USA,,,.162,,2.5,PF,Notre Dame,.344,23.8,9.9,Senior,,"8'10""",0.5,Luke Harangody 2010 Draft Profile | Tankathon,2.0,.552,https://tankathon.com/players/luke-harangody,34.6,240 lbs,"6'9.5""",.206
,,.000,0.0-0.0,1.1,0.46,,"Dec 7, 1989",2.0,,,20.52 yrs,17th,2010,,,.525,.525,6.0-11.5,.571,.268,1.8-3.1,35,"6'9""",,"Cayenne, French Guiana",,,36.0,Kevin Seraphin,France,,,,,4.4,PF,,.299,13.8,10.0,International,,,0.4,Kevin Seraphin 2010 Draft Profile | Tankathon,2.4,.533,https://tankathon.com/players/kevin-seraphin,,260 lbs,,
,.337,.170,0.9-2.7,2.8,1.07,0.62,"Jun 27, 1988",0.8,,,21.97 yrs,39th,2010,,.062,.519,.490,7.7-15.7,.696,.508,5.6-8.0,32,"6'7""",Los Alamitos High School,"Long Beach, CA",,,36.0,Landry Fields,USA,,,.145,,2.0,SG,Stanford,.333,21.8,8.7,Senior,,,1.6,Landry Fields 2010 Draft Profile | Tankathon,2.6,.560,https://tankathon.com/players/landry-fields,31.5,210 lbs,,.207
3.39,.000,.022,0.0-0.1,1.1,0.39,0.33,"Aug 6, 1990",3.8,,,19.86 yrs,29th,2010,,.104,.527,.527,3.4-6.5,.524,.692,2.4-4.5,38,"6'9.5"" (7'4.25"" wingspan)",Bishop McGuinness Catholic High School,"Oklahoma City, OK",12.32,"30.5""",36.0,Daniel Orton,USA,,,.024,,6.3,C,Kentucky,.293,9.3,9.0,Freshman,,"9'2.5""",1.5,Daniel Orton 2010 Draft Profile | Tankathon,2.7,.533,https://tankathon.com/players/daniel-orton,15.0,269 lbs,"7'4.25""",.135
,.383,.410,1.6-4.1,3.4,0.96,0.82,"Dec 9, 1989",0.4,,,20.52 yrs,18th,2010,,.075,.540,.462,4.6-10.0,.667,.394,2.6-3.9,37,"6'1.5"" (6'7.5"" wingspan)",A.H. Parker High School,"Birmingham, AL",,,36.0,Eric Bledsoe,USA,,,.053,,2.6,PG/SG,Kentucky,.342,13.4,3.7,Freshman,,"8'2""",1.7,Eric Bledsoe 2010 Draft Profile | Tankathon,3.6,.566,https://tankathon.com/players/eric-bledsoe,20.4,192 lbs,"6'7.5""",.125
,.354,.394,1.9-5.2,3.2,1.75,0.77,"Jan 25, 1988",0.4,,,22.39 yrs,42nd,2010,,.062,.483,.414,5.5-13.3,.789,.423,4.4-5.6,38,"6'7""",Bloomfield Tech High School,"Newark, NJ",,,36.0,Da'Sean Butler,USA,,,.147,,2.2,SF,West Virginia,.362,17.3,6.3,Senior,,,1.0,Da'Sean Butler 2010 Draft Profile | Tankathon,1.8,.541,https://tankathon.com/players/da-sean-butler,25.0,230 lbs,,.209
3.27,.364,.120,0.6-1.8,6.0,1.36,1.13,"Oct 27, 1988",0.9,,,21.64 yrs,2nd,2010,,.101,.540,.519,7.7-14.8,.754,.400,4.5-5.9,31,"6'7"" (6'8"" wingspan)",St. Joseph High School,"Chicago, IL",11.06,"34.5""",36.0,Evan Turner,USA,,,.144,,2.8,SG,Ohio State,.338,20.5,9.2,Junior,,"8'7.5""",1.8,Evan Turner 2010 Draft Profile | Tankathon,4.4,.581,https://tankathon.com/players/evan-turner,33.1,214 lbs,"6'8""",.245
,.353,.110,0.6-1.6,2.0,0.93,0.44,"Mar 10, 1988",0.7,,,22.27 yrs,26th,2010,,.069,.547,.528,7.6-14.4,.827,.487,5.8-7.0,36,"6'7""",San Joaquin Memorial High School,"Fresno, CA",,,36.0,Quincy Pondexter,USA,,,.179,,2.8,SF,Washington,.345,21.5,8.2,Senior,,,1.4,Quincy Pondexter 2010 Draft Profile | Tankathon,2.1,.608,https://tankathon.com/players/quincy-pondexter,25.6,215 lbs,,.251
,.359,.374,2.2-6.2,6.7,1.87,1.17,"Jan 16, 1987",0.4,,,23.41 yrs,28th,2010,,.068,.496,.429,7.1-16.5,.857,.314,4.4-5.2,33,"6'6.5"" (6'7"" wingspan)",Montrose Christian School,"Caracas, Venezuela",,,36.0,Greivis Vasquez,Venezuela,,,.143,,2.2,PG/SG,Maryland,.377,20.8,4.9,Senior,,"8'5""",1.8,Greivis Vasquez 2010 Draft Profile | Tankathon,3.6,.549,https://tankathon.com/players/greivis-vasquez,30.2,211 lbs,"6'7""",.207
3.37,,.000,0.0-0.0,1.0,0.45,0.29,"Mar 1, 1988",5.4,,,22.29 yrs,41st,2010,,.112,.582,.582,5.8-10.0,.610,.665,4.0-6.6,36,"6'10"" (7'3.5"" wingspan)",Haywood High School,"Brownsville, TN",11.61,"32.5""",36.0,Jarvis Varnado,USA,,,.109,,2.8,PF/C,Mississippi State,.305,15.6,11.6,Senior,,"9'1.5""",0.8,Jarvis Varnado 2010 Draft Profile | Tankathon,2.2,.597,https://tankathon.com/players/jarvis-varnado,21.6,210 lbs,"7'3.5""",.221
3.54,.600,.016,0.1-0.2,0.4,0.16,0.09,"Jun 13, 1989",7.4,,,21.01 yrs,33rd,2010,,.112,.528,.524,6.8-12.9,.588,.586,4.5-7.6,34,"6'11.5"" (7'7"" wingspan)",The Patterson School,"Gastonia, NC",11.83,"31.5""",36.0,Hassan Whiteside,USA,,,.090,,3.3,C,Marshall,.304,18.1,12.3,Freshman,,"9'5""",0.8,Hassan Whiteside 2010 Draft Profile | Tankathon,2.6,.548,https://tankathon.com/players/hassan-whiteside,25.8,227 lbs,"7'7""",.202
3.3,.273,.176,0.7-2.4,1.5,0.41,0.33,"Sep 21, 1990",1.6,,,19.73 yrs,8th,2010,,.091,.471,.447,6.2-13.9,.698,.532,5.2-7.4,31,"6'8.5"" (7'3.25"" wingspan)",Norcross High School,"Norcross, GA",11.29,"33.5""",36.0,Al-Farouq Aminu,USA,,,.082,,3.4,SF,Wake Forest,.326,18.2,12.3,Sophomore,,"9'0.5""",1.6,Al-Farouq Aminu 2010 Draft Profile | Tankathon,3.7,.524,https://tankathon.com/players/al-farouq-aminu,27.5,216 lbs,"7'3.25""",.177
3.31,.311,.339,1.5-4.9,3.5,1.24,0.79,"Oct 15, 1988",0.6,,,21.67 yrs,25th,2010,,.062,.503,.450,6.5-14.5,.741,.572,6.1-8.3,33,"6'5"" (6'9.25"" wingspan)",Lake Wales High School,"Lake Wales, FL",10.88,"32.5""",36.0,Dominique Jones,USA,,,.141,,2.7,SG,South Florida,.349,20.7,5.9,Junior,,"8'5""",1.6,Dominique Jones 2010 Draft Profile | Tankathon,2.9,.562,https://tankathon.com/players/dominique-jones,30.8,216 lbs,"6'9.25""",.203
3.19,.341,.439,2.4-7.0,2.6,1.03,0.52,"Mar 25, 1989",0.6,,,21.23 yrs,20th,2010,,.060,.532,.457,7.2-15.8,.810,.522,6.7-8.3,33,"6'5.75"" (6'8.5"" wingspan)",Junction City High School,"Junction City, AR",11.86,"35.5""",36.0,James Anderson,USA,,,.185,,2.8,SG/SF,Oklahoma State,.373,23.5,6.1,Junior,,"8'8""",1.5,James Anderson 2010 Draft Profile | Tankathon,2.5,.596,https://tankathon.com/players/james-anderson,31.5,208 lbs,"6'8.5""",.246
,,.000,0.0-0.0,1.8,0.69,0.56,"Oct 30, 1986",0.8,,,23.63 yrs,57th,2010,,.080,.491,.491,4.2-8.5,.597,.461,2.4-3.9,31,"6'8""",Boyd H. Anderson High School,"Lauderdale Lakes, FL",,,36.0,Ryan Reid,USA,,,.040,,2.4,PF,Florida State,.303,10.7,6.3,Senior,,,0.9,Ryan Reid 2010 Draft Profile | Tankathon,2.6,.516,https://tankathon.com/players/ryan-reid,18.0,235 lbs,,.119
3.25,.361,.246,1.2-3.3,4.9,1.54,1.09,"Sep 29, 1987",0.5,,,22.71 yrs,37th,2010,,.075,.484,.440,5.9-13.5,.653,.453,4.0-6.1,35,"6'6.5"" (6'9.25"" wingspan)",,,11.68,"34.0""",36.0,Darington Hobson,USA,,,.102,,2.1,SG/SF,New Mexico,.333,17.0,9.9,Junior,,"8'8.5""",1.3,Darington Hobson 2010 Draft Profile | Tankathon,3.2,.520,https://tankathon.com/players/darington-hobson,26.9,204 lbs,"6'9.25""",.177
3.68,,.000,0.0-0.0,0.7,0.26,0.19,"Mar 21, 1988",3.3,,,22.24 yrs,50th,2010,,.102,.534,.534,5.8-10.9,.794,.546,4.7-6.0,32,"7'0.75"" (7'5"" wingspan)",Montverde Academy,"Kaduna, Nigeria",13.2,"26.0""",36.0,Solomon Alabi,Nigeria,,,.107,,3.3,C,Florida State,.330,16.4,8.7,Sophomore,,"9'5""",0.9,Solomon Alabi 2010 Draft Profile | Tankathon,2.7,.596,https://tankathon.com/players/solomon-alabi,22.8,237 lbs,"7'5""",.210
3.29,.269,.067,0.2-0.7,2.8,1.11,0.65,"May 20, 1987",3.8,,,23.07 yrs,6th,2010,,.082,.499,.490,5.4-11.1,.685,.415,3.2-4.6,36,"6'9.75"" (7'4.5"" wingspan)",Edmond Santa Fe High School,"Edmond, OK",11.15,"33.5""",36.0,Ekpe Udoh,USA,,,.108,,2.5,C,Baylor,.316,14.2,10.0,Junior,,"8'10.5""",0.8,Ekpe Udoh 2010 Draft Profile | Tankathon,2.5,.535,https://tankathon.com/players/ekpe-udoh,22.1,237 lbs,"7'4.5""",.193
,.353,.460,2.2-6.2,3.3,0.94,0.80,"May 2, 1990",0.9,,,20.12 yrs,10th,2010,,.075,.506,.424,5.8-13.6,.909,.364,4.5-4.9,29,"6'8.75"" (6'11.25"" wingspan)",Knight High School,"Palmdale, CA",,,36.0,Paul George,USA,,,.096,,3.1,SF,Fresno State,.384,18.2,7.9,Sophomore,,"8'11""",2.4,Paul George 2010 Draft Profile | Tankathon,3.5,.572,https://tankathon.com/players/paul-george,27.9,214 lbs,"6'11.25""",.175
,.366,.423,1.9-5.2,4.1,1.28,0.87,"Jun 20, 1989",0.1,,,20.99 yrs,22nd,2010,,.053,.536,.459,5.7-12.3,.758,.660,6.2-8.1,34,"6'4""",St. George's Independent School,"Memphis, TN",,,36.0,Elliot Williams,USA,,,.145,,2.2,SG,Memphis,.359,19.4,4.3,Sophomore,,,1.4,Elliot Williams 2010 Draft Profile | Tankathon,3.2,.599,https://tankathon.com/players/elliot-williams,27.7,180 lbs,,.198
3.44,.100,.095,0.1-0.9,2.6,1.11,0.73,"Oct 28, 1989",0.7,,,20.63 yrs,43rd,2010,,.072,.462,.457,4.5-9.8,.770,.483,3.6-4.7,34,"6'8.25"" (7'0.25"" wingspan)",Bishop Loughlin Memorial High School,"Brooklyn, NY",11.69,"32.0""",36.0,Devin Ebanks,USA,,,.090,,1.7,SF,West Virginia,.317,12.7,8.5,Sophomore,,"8'11.5""",1.1,Devin Ebanks 2010 Draft Profile | Tankathon,2.3,.527,https://tankathon.com/players/devin-ebanks,20.1,208 lbs,"7'0.25""",.158
,,.000,0.0-0.0,0.4,0.12,,"Nov 2, 1989",1.8,,,20.62 yrs,31st,2010,,,.441,.441,5.4-12.2,.917,.353,4.0-4.3,5,"7'1""",,"Bergisch Gladbach, Germany",,,36.0,Tibor Pleiss,Germany,,,,,4.3,C,,,14.8,10.8,International,,,1.1,Tibor Pleiss 2010 Draft Profile | Tankathon,2.9,.516,https://tankathon.com/players/tibor-pleiss,,240 lbs,,
3.18,.418,.466,2.5-6.0,1.9,0.77,0.42,"Mar 15, 1991",0.7,,,19.25 yrs,12th,2010,,.085,.555,.458,5.9-12.9,.783,.325,3.3-4.2,36,"6'6.5"" (6'11.25"" wingspan)",Putnam City High School,"Oklahoma City, OK",11.1,"36.5""",36.0,Xavier Henry,USA,,,.113,,2.4,SG,Kansas,.374,17.6,5.7,Freshman,,"8'9""",2.0,Xavier Henry 2010 Draft Profile | Tankathon,2.5,.591,https://tankathon.com/players/xavier-henry,23.4,210 lbs,"6'11.25""",.198
3.39,.310,.190,0.9-2.8,2.2,1.01,0.50,"Oct 9, 1987",1.2,,,22.68 yrs,21st,2010,,.064,.450,.420,6.1-14.6,.760,.337,3.7-4.9,32,"6'9.75"" (7'0"" wingspan)",,,11.65,"35.0""",36.0,Craig Brackins,USA,,,.078,,2.0,PF,Iowa State,.340,16.9,8.7,Junior,,"9'1""",0.8,Craig Brackins 2010 Draft Profile | Tankathon,2.2,.498,https://tankathon.com/players/craig-brackins,26.1,229 lbs,"7'0""",.142
3.19,.239,.161,0.5-2.2,5.8,1.66,1.18,"Feb 23, 1989",0.4,,,21.31 yrs,34th,2010,,.017,.515,.495,6.7-13.6,.678,.267,2.5-3.6,34,"6'3.25"" (6'8"" wingspan)",Hug High School,"Reno, NV",11.25,"38.5""",36.0,Armon Johnson,USA,,,.085,,1.9,PG,Nevada,.320,16.4,3.5,Junior,,"8'3.5""",0.9,Armon Johnson 2010 Draft Profile | Tankathon,3.5,.537,https://tankathon.com/players/armon-johnson,25.7,195 lbs,"6'8""",.102
3.25,.348,.184,0.7-2.0,1.0,0.88,0.31,"Mar 14, 1989",1.5,,,21.26 yrs,14th,2010,,.076,.607,.575,6.2-10.7,.692,.348,2.6-3.7,38,"6'9.25"" (7'1.25"" wingspan)",Huntington High School,"Huntington, WV",11.14,"33.5""",36.0,Patrick Patterson,USA,,,.147,,1.7,PF,Kentucky,.329,15.6,8.1,Junior,,"8'11""",0.8,Patrick Patterson 2010 Draft Profile | Tankathon,1.2,.624,https://tankathon.com/players/patrick-patterson,18.0,240 lbs,"7'1.25""",.223
3.14,.415,.299,1.5-3.6,2.3,0.96,0.50,"Jul 11, 1987",1.9,,,22.93 yrs,4th,2010,,.095,.564,.502,6.1-12.1,.772,.352,3.3-4.3,35,"6'7.25"" (7'1"" wingspan)",Corsicana High School,"Corsicana, TX",11.43,"37.0""",36.0,Wesley Johnson,USA,,,.121,,2.1,SF,Syracuse,.356,17.0,8.8,Junior,,"8'10""",1.7,Wesley Johnson 2010 Draft Profile | Tankathon,2.4,.600,https://tankathon.com/players/wesley-johnson,22.1,206 lbs,"7'1""",.216
3.24,.000,.003,0.0-0.0,0.6,0.19,0.13,"Nov 7, 1988",1.9,,,21.61 yrs,46th,2010,,.095,.529,.529,6.7-12.6,.572,.683,4.9-8.6,36,"6'9"" (7'0"" wingspan)",Norcross High School,"Norcross, GA",11.61,"31.5""",36.0,Gani Lawal,USA,,,.082,,2.9,PF,Georgia Tech,.299,18.2,11.8,Junior,,"8'11.5""",0.6,Gani Lawal 2010 Draft Profile | Tankathon,3.0,.547,https://tankathon.com/players/gani-lawal,26.1,233 lbs,"7'0""",.176
3.1,.265,.094,0.3-1.2,3.0,1.31,0.71,"Nov 25, 1987",1.6,,,22.56 yrs,23rd,2010,,.102,.533,.521,6.9-13.2,.591,.474,3.7-6.3,32,"6'7.5"" (6'9.75"" wingspan)",Union High School,"Whitmire, SC",11.15,"36.0""",36.0,Trevor Booker,USA,,,.122,,2.3,PF,Clemson,.305,17.8,9.8,Senior,,"8'10""",1.6,Trevor Booker 2010 Draft Profile | Tankathon,2.3,.549,https://tankathon.com/players/trevor-booker,24.6,236 lbs,"6'9.75""",.224
,,.000,0.0-0.0,0.6,0.30,0.20,"Jan 12, 1987",5.8,,,23.42 yrs,56th,2010,,.057,.579,.579,4.5-7.8,.617,.609,2.9-4.8,32,"7'0""",Stoneridge Preparatory School,"Dakar, Senegal",,,36.0,Hamady N'Diaye,Senegal,,,.075,,3.7,C,Rutgers,.306,12.0,9.0,Senior,,,0.5,Hamady N'Diaye 2010 Draft Profile | Tankathon,1.9,.594,https://tankathon.com/players/hamady-n-diaye,16.6,235 lbs,,.132
3.27,.250,.044,0.2-0.6,1.3,0.59,0.29,"Nov 21, 1988",3.4,,,21.57 yrs,15th,2010,,.094,.540,.534,7.5-14.0,.641,.455,4.1-6.4,35,"6'10.5"" (7'5.75"" wingspan)",Port St. Lucie High School,"Fort Pierce, FL",12.49,"28.0""",36.0,Larry Sanders,USA,,,.136,,3.9,C,VCU,.308,19.2,12.2,Junior,,"9'4""",1.0,Larry Sanders 2010 Draft Profile | Tankathon,2.2,.563,https://tankathon.com/players/larry-sanders,26.7,222 lbs,"7'5.75""",.230
3.38,.219,.198,0.6-2.7,3.2,1.04,0.73,"Sep 5, 1990",0.2,,,19.78 yrs,40th,2010,,.054,.462,.440,6.1-13.8,.664,.323,3.0-4.5,34,"6'5.75"" (6'10.5"" wingspan)",Abraham Lincoln High School,"Brooklyn, NY",11.39,"33.0""",36.0,Lance Stephenson,USA,,,.058,,2.5,SG,Cincinnati,.319,15.7,6.8,Freshman,,"8'7""",1.2,Lance Stephenson 2010 Draft Profile | Tankathon,3.0,.493,https://tankathon.com/players/lance-stephenson,26.2,227 lbs,"6'10.5""",.117
3.25,.000,.003,0.0-0.0,1.3,0.41,0.36,"Jul 15, 1991",2.7,,,18.92 yrs,3rd,2010,,.101,.611,.611,6.5-10.7,.629,.488,3.3-5.2,36,"6'10.25"" (7'4"" wingspan)",South Atlanta High School,"Atlanta, GA",11.74,"35.5""",36.0,Derrick Favors,USA,,,.093,,3.4,PF/C,Georgia Tech,.307,16.3,11.0,Freshman,,"9'2""",1.2,Derrick Favors 2010 Draft Profile | Tankathon,3.3,.621,https://tankathon.com/players/derrick-favors,21.8,245 lbs,"7'4""",.194
3.4,.416,.201,1.2-2.9,2.1,0.89,0.41,"Jun 20, 1989",0.8,,,20.99 yrs,16th,2010,,.041,.542,.500,7.2-14.3,.917,.432,5.7-6.2,34,"6'8.75"" (6'11.25"" wingspan)",Galena High School,"Reno, NV",10.98,"37.5""",36.0,Luke Babbitt,USA,,,.171,,2.5,SF,Nevada,.371,21.2,8.7,Sophomore,,"8'8.5""",1.0,Luke Babbitt 2010 Draft Profile | Tankathon,2.3,.614,https://tankathon.com/players/luke-babbitt,26.8,218 lbs,"6'11.25""",.213
,.294,.053,0.2-0.5,2.4,1.39,0.69,"Feb 4, 1989",2.0,5.6,3.1,22.36 yrs,50th,2011,93.1,.086,.488,.480,5.0-10.3,.697,.308,2.2-3.2,33,"6'9""",,,,,36.0,Lavoy Allen,,2.6,110.0,.079,20.3,2.4,PF,Temple,.318,12.3,9.1,Senior,,,0.7,Lavoy Allen 2011 Draft Profile | Tankathon,1.7,.519,https://tankathon.com/players/lavoy-allen,19.8,225 lbs,,.164
3.13,.302,.119,0.4-1.5,3.3,1.37,0.84,"Mar 29, 1990",0.7,8.9,2.3,21.22 yrs,47th,2011,98.1,.064,.510,.492,6.0-12.2,.801,.378,3.7-4.6,33,"6'4.25"" (6'10.5"" wingspan)",,,11.0,"40.5""",36.0,Travis Leslie,,6.5,116.9,.128,24.9,2.1,SG,Georgia,.338,16.1,8.0,Junior,,"8'7""",1.4,Travis Leslie 2011 Draft Profile | Tankathon,2.4,.561,https://tankathon.com/players/travis-leslie,24.4,205 lbs,"6'10.5""",.196
3.36,.370,.302,1.7-4.6,1.8,1.04,0.41,"May 14, 1989",0.9,9.8,1.8,22.09 yrs,40th,2011,99.7,.060,.526,.470,7.2-15.3,.843,.277,3.6-4.2,34,"6'11.5"" (7'0"" wingspan)",,,10.82,"36.5""",36.0,Jon Leuer,,7.9,118.3,.162,28.7,2.4,PF,Wisconsin,.367,19.6,7.8,Senior,,"8'9.5""",0.5,Jon Leuer 2011 Draft Profile | Tankathon,1.7,.568,https://tankathon.com/players/jon-leuer,31.1,223 lbs,"7'0""",.221
3.09,.368,.332,1.5-4.2,1.5,0.54,0.36,"Nov 21, 1989",1.8,9.0,5.6,21.57 yrs,18th,2011,84.2,.118,.495,.434,5.5-12.6,.667,.441,3.7-5.6,28,"6'9"" (7'1"" wingspan)",,,11.33,"37.5""",36.0,Chris Singleton,,3.3,105.6,.074,21.9,4.0,SF,Florida State,.341,16.2,8.4,Junior,,"8'7.5""",2.4,Chris Singleton 2011 Draft Profile | Tankathon,2.7,.531,https://tankathon.com/players/chris-singleton,24.5,230 lbs,"7'1""",.192
3.22,.342,.260,1.4-4.2,5.4,1.97,1.15,"Oct 13, 1988",0.1,10.2,3.5,22.67 yrs,28th,2011,92.8,.084,.483,.439,7.0-16.0,.853,.465,6.4-7.5,36,"6'1.75"" (6'2.25"" wingspan)",,,10.07,"38.5""",36.0,Norris Cole,,6.7,117.7,.174,30.0,2.4,PG,Cleveland State,.363,21.9,5.9,Senior,,"7'11.5""",2.2,Norris Cole 2011 Draft Profile | Tankathon,2.7,.558,https://tankathon.com/players/norris-cole,32.1,174 lbs,"6'2.25""",.258
3.2,.250,.156,0.5-1.9,6.9,2.28,1.62,"Jan 3, 1991",0.0,6.3,1.8,20.45 yrs,41st,2011,102.1,.049,.509,.489,5.9-12.1,.715,.367,3.2-4.5,35,"6'5.25"" (6'7.5"" wingspan)",,,11.0,"32.0""",36.0,Darius Morris,,4.5,111.4,.125,22.7,2.2,PG/SG,Michigan,.324,15.5,4.1,Sophomore,,"8'6""",1.1,Darius Morris 2011 Draft Profile | Tankathon,3.0,.545,https://tankathon.com/players/darius-morris,27.3,190 lbs,"6'7.5""",.174
3.37,.502,.794,3.1-6.2,2.4,2.51,0.81,"Jun 22, 1988",0.1,11.6,3.6,22.98 yrs,51st,2011,98.4,.064,.706,.507,4.0-7.8,.810,.276,1.7-2.2,37,"6'6.5"" (6'6"" wingspan)",,,10.94,"35.0""",36.0,Jon Diebler,,8.0,144.7,.142,19.6,1.0,SG,Ohio State,.389,12.8,2.7,Senior,,"8'3""",1.0,Jon Diebler 2011 Draft Profile | Tankathon,1.0,.723,https://tankathon.com/players/jon-diebler,14.4,197 lbs,"6'6""",.206
3.21,.321,.379,1.7-5.4,1.7,0.86,0.36,"May 4, 1988",0.3,6.4,1.8,23.12 yrs,33rd,2011,95.1,.078,.491,.430,6.1-14.2,.806,.305,3.5-4.3,37,"6'8.5"" (6'10"" wingspan)",,,11.22,"30.0""",36.0,Kyle Singler,,4.6,114.8,.115,20.0,2.7,SF,Duke,.362,17.5,7.1,Senior,,"8'10""",1.0,Kyle Singler 2011 Draft Profile | Tankathon,2.0,.536,https://tankathon.com/players/kyle-singler,24.7,228 lbs,"6'10""",.190
,.235,.187,0.5-2.1,2.9,1.20,,"Nov 16, 1989",0.5,,,21.58 yrs,54th,2011,,,.516,.495,5.5-11.1,.805,.451,4.0-5.0,17,"6'9""",,,,,36.0,Milan Macvan,Serbia,,,,,2.4,PF,,.336,15.6,7.3,International,,,0.5,Milan Macvan 2011 Draft Profile | Tankathon,2.4,.575,https://tankathon.com/players/milan-macvan,,260 lbs,,
,,,,,,,"Jul 4, 1987",,,,23.95 yrs,58th,2011,,,,,,,,,,"6'10""",American International School of Sydney,"Khartoum, Sudan",,,,Ater Majok,Australia,,,,,,PF,,,,,International,,,,Ater Majok 2011 Draft Profile | Tankathon,,,https://tankathon.com/players/ater-majok,,230 lbs,,
,.200,.048,0.1-0.3,1.0,1.07,0.41,"Feb 12, 1989",1.9,8.7,3.8,22.34 yrs,45th,2011,92.6,.085,.615,.611,4.2-6.9,.589,.269,1.1-1.9,38,"6'10""",,,,,36.0,Josh Harrellson,,4.9,134.3,.118,22.3,3.0,PF/C,Kentucky,.303,9.6,10.9,Senior,,,1.2,Josh Harrellson 2011 Draft Profile | Tankathon,0.9,.616,https://tankathon.com/players/josh-harrellson,12.5,275 lbs,,.203
,.328,.167,0.7-2.0,1.3,0.46,,"Sep 20, 1990",0.7,,,20.74 yrs,20th,2011,,,.526,.499,6.0-11.9,.686,.524,4.3-6.2,46,"7'0""",,"Kaunas, Lithuania",,,36.0,Donatas Motiejunas,Lithuania,,,,,3.7,PF,,.327,16.8,6.6,International,,,1.5,Donatas Motiejunas 2011 Draft Profile | Tankathon,2.8,.565,https://tankathon.com/players/donatas-motiejunas,,222 lbs,,
3.26,,,,,,,"May 20, 1992",,,,19.07 yrs,3rd,2011,,,,,,,,,,"6'11.25"" (7'1.5"" wingspan)",,"Zurich, Switzerland",11.3,"32.5""",,Enes Kanter,Turkey,,,,,,C,Kentucky,,,,Freshman,,"9'1.5""",,Enes Kanter 2011 Draft Profile | Tankathon,,,https://tankathon.com/players/enes-kanter,,259 lbs,"7'1.5""",
3.24,.398,.446,3.0-7.5,3.9,1.10,0.76,"Feb 8, 1990",1.0,9.8,3.0,21.35 yrs,11th,2011,95.8,.075,.525,.436,7.3-16.8,.838,.336,4.7-5.6,34,"6'7.25"" (6'9"" wingspan)",,,10.99,"31.5""",36.0,Klay Thompson,,6.8,109.8,.126,26.1,3.0,SG/SF,Washington State,.388,22.4,5.4,Junior,,"8'7.5""",1.7,Klay Thompson 2011 Draft Profile | Tankathon,3.5,.574,https://tankathon.com/players/klay-thompson,32.8,206 lbs,"6'9""",.197
3.2,.362,.487,2.3-6.4,3.8,1.06,0.73,"Mar 27, 1991",0.1,2.4,2.1,20.22 yrs,49th,2011,96.5,.068,.461,.373,4.9-13.1,.757,.192,1.9-2.5,26,"6'3"" (6'5.25"" wingspan)",,"Baltimore, MD",11.13,"42.0""",36.0,Josh Selby,,0.3,95.5,.030,11.9,3.0,PG/SG,Kansas,.365,14.0,3.9,Freshman,,"8'2""",1.4,Josh Selby 2011 Draft Profile | Tankathon,3.6,.489,https://tankathon.com/players/josh-selby,24.4,195 lbs,"6'5.25""",.098
3.15,.342,.181,0.9-2.5,2.1,0.93,0.42,"Sep 2, 1989",0.8,10.9,2.9,21.79 yrs,14th,2011,92.5,.086,.601,.570,8.0-14.1,.688,.511,5.0-7.2,38,"6'8.75"" (6'10"" wingspan)",,"Philadelphia, PA",,"33.0""",36.0,Marcus Morris,,8.0,126.5,.182,29.3,3.2,PF/SF,Kansas,.331,21.9,9.7,Junior,,"8'9.5""",1.1,Marcus Morris 2011 Draft Profile | Tankathon,2.2,.625,https://tankathon.com/players/marcus-morris,26.9,230 lbs,"6'10""",.268
,.462,.375,2.1-4.6,5.6,1.74,1.13,"Mar 23, 1992",0.7,14.8,5.0,19.23 yrs,1st,2011,92.7,.079,.615,.529,6.5-12.4,.901,.683,7.6-8.4,11,"6'3.5"" (6'4"" wingspan)",,,,,36.0,Kyrie Irving,,9.8,135.1,.238,32.5,2.7,PG,Duke,.385,22.8,4.4,Freshman,,"8'3""",1.9,Kyrie Irving 2011 Draft Profile | Tankathon,3.2,.697,https://tankathon.com/players/kyrie-irving,26.4,191 lbs,"6'4""",.317
,.357,.255,0.9-2.5,1.4,0.67,,"Apr 24, 1990",1.2,,,21.15 yrs,6th,2011,,,.582,.536,5.2-9.8,.444,.491,2.1-4.8,15,"6'11""",,"Ostrava, Czechia",,,36.0,Jan Vesely,Czechia,,,,,4.0,PF,,.299,13.5,4.8,International,,,1.7,Jan Vesely 2011 Draft Profile | Tankathon,2.1,.560,https://tankathon.com/players/jan-vesely,,239 lbs,,
